,acc1,acc2,acc3,acc4
160500,-8;-5;0,-8;0;0,-15;-2;0,-11;1;-1
160773,,,,
160781,-11;6;-9,-11;-2;-5,-13;-1;-2,-4;1;-9
161053,,,,
161056,-11;-4;0,-15;-4;-4,-9;-6;-3,-12;-2;-2
161330,,,,
161332,-11;4;-7,-14;1;-8,-13;0;-3,-10;-2;-4
161610,,,,
161613,-11;0;-5,-8;1;-8,-3;0;-5,-10;0;0
161883,,,,
161885,-15;3;10,-15;3;2,-12;-3;2,-10;1;0
162161,,,,
162164,-12;-1;-6,-9;-4;-4,-8;0;-8,-12;-3;-3
162437,,,,
162439,-6;-7;-9,-14;1;-11,-11;-1;-5,-6;0;-6
162711,,,,
162714,-8;0;-4,-8;-2;-1,-5;0;-11,-11;-5;-4
162983,,,,
162987,-10;0;-3,-16;0;2,-7;10;-1,-13;-2;5
163255,,,,
163258,-6;-4;-1,-14;3;9,-10;1;4,-10;-13;-6
163524,,,,
163527,-14;-4;4,-9;0;-7,-10;6;-1,-5;-4;-4
163798,,,,
163801,-14;-8;2,-14;2;0,-9;-1;-7,-13;-3;-3
164062,,,,
164065,-15;3;0,-7;-1;-4,-11;6;-1,-10;4;-4
164339,,,,
164341,-6;-7;-2,-9;-10;-3,-13;-4;-1,-13;-5;-3
164613,,,,
164616,-11;-1;2,-4;-9;-4,-16;0;0,-4;-1;-3
164888,,,,
164895,-11;-4;-6,-4;-8;0,-12;-9;4,-9;-6;-5
165158,,,,
165160,-11;-7;-3,-12;-1;-5,-14;-4;1,-13;-8;-6
165434,,,,
165443,-9;-8;-10,-9;-9;1,-10;-5;-12,3;-6;-6
165714,,,,
165716,-10;-2;-3,-5;-4;-7,-9;-3;5,-10;2;2
165990,,,,
165997,-5;-1;0,-4;13;-5,-7;4;-8,-11;-2;0
166274,,,,
166276,-3;1;-6,-4;3;-8,-3;-1;-6,-5;-1;-2
166542,,,,
166551,-7;0;-1,-14;7;-1,-6;-3;-7,-9;-2;-4
166816,,,,
166819,-10;3;-1,-3;6;-6,-13;-3;-5,-11;-1;0
167090,,,,
167093,-9;1;-5,-5;-6;-7,-11;-2;1,-9;0;-1
167373,,,,
167376,-6;0;-2,-11;-4;1,-11;-2;-4,-7;-5;-2
167642,,,,
167645,-11;-6;-1,-13;-1;-5,-13;0;-1,-6;-4;-3
167916,,,,
167919,-7;0;-3,-11;-3;1,-9;-1;-6,-8;-2;-7
168192,,,,
168195,-2;0;-4,-9;2;-6,-6;-1;-2,-6;0;-1
168467,,,,
168470,-7;3;0,-5;3;-7,-4;1;-4,-5;-2;-3
168737,,,,
168739,-8;-3;0,-6;-2;0,-3;-8;-8,-4;0;2
169012,,,,
169015,-8;-4;2,-8;-6;0,-3;1;1,1;12;-1
169281,,,,
169284,-8;10;2,-4;-3;-1,-1;1;-5,1;5;-7
169555,,,,
169559,3;-10;-4,-1;-7;7,-5;-3;1,12;1;0
169831,,,,
169834,-3;7;-2,-5;4;1,3;5;-4,-3;5;5
170108,,,,
170112,0;1;3,-2;2;3,-2;-1;4,0;8;2
170381,,,,
170384,-2;1;0,1;1;0,-1;6;-3,-2;6;-5
170652,,,,
170659,-4;2;-1,0;2;-5,-3;4;0,1;2;-3
170932,,,,
170935,-3;4;0,-1;13;-4,0;6;-3,-1;0;2
171207,,,,
171215,-2;1;0,-5;0;-3,-3;-1;0,-5;2;6
171482,,,,
171485,-5;7;6,-1;4;1,0;3;-2,2;-10;-12
171758,,,,
171761,1;4;0,-3;2;-1,0;4;-19,-5;0;-1
172033,,,,
172036,-4;0;4,-3;4;2,7;9;-3,-1;3;2
172308,,,,
172311,0;2;-3,-2;5;-1,-5;8;-6,3;11;0
172592,,,,
172595,-1;4;-1,2;15;2,2;7;5,2;14;0
172862,,,,
172865,3;4;-1,2;13;0,3;14;1,6;12;-3
173143,,,,
173146,5;19;3,9;17;-2,7;16;0,3;14;0
173411,,,,
173414,6;12;-2,6;12;0,9;21;-11,5;18;2
173699,,,,
173702,6;12;3,3;23;-1,2;17;-4,0;25;-7
173973,,,,
173976,0;22;2,-2;32;8,3;40;-4,0;35;0
174247,,,,
174255,12;19;1,11;18;-17,2;11;1,12;23;7
174523,,,,
174526,4;27;0,5;25;-4,5;23;5,2;23;-5
174794,,,,
174803,8;30;-2,4;23;1,2;26;0,3;28;-5
175074,,,,
175077,5;26;-6,5;23;-2,6;29;5,7;26;8
175344,,,,
175351,3;34;0,7;23;-5,3;27;-3,4;30;-2
175618,,,,
175621,5;22;-1,2;28;3,3;23;1,-1;25;4
175895,,,,
175897,4;23;-3,1;24;-3,0;27;0,3;26;0
176171,,,,
176174,-4;24;-1,-6;31;0,-2;28;-3,-4;20;2
176438,,,,
176441,-2;21;-5,-1;17;-1,-6;17;-4,-1;14;-2
176722,,,,
176726,-5;14;0,-9;15;1,-10;14;-1,-5;7;0
177004,,,,
177006,0;4;-6,-10;9;-7,-1;0;-7,-2;7;-2
177356,,,,
177359,-5;-2;4,-10;8;0,-10;4;-6,-13;3;0
177633,,,,
177636,-4;-6;0,-3;-11;-4,-4;0;-5,-4;0;1
177912,,,,
177915,-5;0;0,-3;0;-7,-6;-4;-3,-7;-4;-4
178177,,,,
178180,-5;-6;1,-7;-6;-3,-9;-1;-3,-11;4;-1
178451,,,,
178454,-9;1;-1,-9;2;0,-7;2;-4,-9;0;-4
178722,,,,
178725,-6;-2;0,-8;-2;2,-9;-4;0,0;-5;-2
178990,,,,
178997,-1;-9;-5,-3;-6;-7,-6;-2;0,-1;-8;-1
179273,,,,
179276,-4;-12;-8,-4;-7;-1,-6;-10;5,-1;-8;-1
179540,,,,
179581,3;-6;1,2;-6;2,1;-13;2,0;-16;1
179853,,,,
179856,-3;-9;3,-1;-7;2,-3;-5;-1,0;-10;-6
180129,,,,
180137,0;-8;2,-1;-8;-1,0;-14;-1,0;-7;4
180411,,,,
180413,0;-9;0,6;-10;-8,0;-8;2,0;-8;7
180680,,,,
180683,0;-10;4,-4;-14;0,-5;-11;0,2;-10;-3
180955,,,,
180958,-2;-9;0,0;-9;-4,0;-11;-9,0;-17;2
181229,,,,
181232,-1;-10;1,0;-10;0,3;-13;-5,3;-14;-1
181512,,,,
181515,2;-15;4,-1;-9;2,6;-16;-3,-2;-22;8
181780,,,,
181783,-2;-30;-1,0;-11;-6,2;-15;7,4;-12;16
182055,,,,
182059,9;-14;4,-2;-19;3,3;-18;4,-1;-19;6
182331,,,,
182333,0;-9;3,-1;-11;-4,-1;-21;0,2;-22;0
182612,,,,
182616,3;-15;1,1;-19;0,-1;-10;5,1;-20;-6
182882,,,,
182884,3;-10;-5,1;-21;0,5;-16;-4,0;-6;-15
183159,,,,
183162,2;-23;-6,2;-19;-8,-1;-18;-6,0;-21;-7
183432,,,,
183435,4;-17;-5,2;-15;1,0;-18;2,0;-14;0
183711,,,,
183713,-9;-6;3,0;-10;0,3;-16;-6,5;-14;-5
183975,,,,
183979,5;-20;-3,1;-21;-2,-4;-12;-3,1;-14;-2
184246,,,,
184254,-7;-11;12,-3;-11;6,-1;-12;0,0;-15;3
184521,,,,
184524,2;-9;6,3;-11;0,4;-10;4,-4;-7;2
184796,,,,
184803,-2;-15;-4,0;-7;-6,-1;-6;0,-1;-6;3
185070,,,,
185073,0;-11;2,3;-4;3,3;-9;-7,4;-3;-4
185342,,,,
185351,-3;-7;3,0;-8;-1,0;-5;3,1;-8;3
185615,,,,
185618,3;-5;12,0;-11;0,5;-7;7,7;-7;-1
185884,,,,
185887,2;-3;-13,3;-5;4,12;-5;5,1;-4;3
186161,,,,
186163,11;-7;0,6;-5;-5,9;-11;3,-2;-9;5
186434,,,,
186437,7;-4;1,7;0;-1,13;3;-12,10;1;-1
186710,,,,
186713,10;8;-2,11;-8;-2,4;-2;-2,10;-3;9
186973,,,,
186976,11;-9;-4,11;-4;9,12;3;11,21;-7;-1
187252,,,,
187255,9;7;2,4;-7;-2,12;1;-2,16;5;-4
187517,,,,
187521,9;-1;5,12;8;-14,8;6;-38,7;11;37
187798,,,,
187801,3;5;12,10;-1;4,7;2;17,-1;7;-13
188075,,,,
188078,19;1;-13,15;-4;0,9;0;1,17;1;8
188348,,,,
188351,14;6;7,14;1;8,5;2;18,10;-3;7
188611,,,,
188614,13;11;4,7;-7;10,9;-11;-1,6;4;-3
188888,,,,
188896,14;6;6,9;7;4,10;0;1,11;-1;6
189162,,,,
189165,15;14;2,3;8;5,5;6;8,3;3;8
189437,,,,
189445,5;13;0,7;8;2,4;12;0,4;7;-5
189713,,,,
189716,6;8;3,4;3;0,7;2;3,5;-3;19
189982,,,,
189985,5;15;-5,2;0;0,4;9;8,1;9;0
190257,,,,
190260,0;17;3,5;8;0,-2;18;5,3;18;4
190533,,,,
190536,3;20;10,9;16;5,9;15;11,1;19;-1
190811,,,,
190814,4;11;8,6;10;2,3;14;-6,1;20;5
191077,,,,
191080,0;23;0,-2;21;9,1;20;-3,-2;16;4
191362,,,,
191364,1;23;7,4;27;-3,8;20;0,5;20;3
191633,,,,
191636,-1;13;0,0;29;6,9;21;-12,6;28;4
191916,,,,
191919,0;25;0,-2;27;8,0;22;0,2;25;6
192190,,,,
192193,0;20;2,0;13;0,2;15;0,0;15;-1
192465,,,,
192474,1;9;0,2;22;-1,2;21;-2,3;20;-2
192741,,,,
192744,0;20;0,0;17;2,0;22;-3,0;23;-5
193016,,,,
193024,5;19;-5,2;19;-5,-1;14;11,6;16;-3
193291,,,,
193294,8;19;0,4;14;-8,4;10;-2,2;9;-3
193566,,,,
193574,2;16;-3,5;10;-2,6;11;-4,0;8;0
193842,,,,
193845,1;3;2,3;8;2,0;9;-3,4;3;-1
194117,,,,
194120,5;6;0,2;2;2,4;-1;3,2;-7;7
194392,,,,
194395,7;1;13,5;-1;-2,4;6;-1,-2;6;-4
194669,,,,
194672,4;0;-2,7;10;-12,5;0;3,15;1;-3
194951,,,,
194954,9;1;-1,9;5;4,8;5;-2,8;9;0
195220,,,,
195223,11;1;2,12;2;-1,12;1;6,6;-3;12
195499,,,,
195502,16;5;-2,16;-1;-6,15;-7;9,13;5;4
195769,,,,
195772,16;5;-10,15;8;-1,19;10;0,20;6;-14
196046,,,,
196049,19;5;3,16;0;2,14;-2;-2,6;-25;0
196320,,,,
196323,20;-4;-5,18;-1;-4,21;-3;-3,22;1;9
196595,,,,
196631,28;5;0,17;1;8,33;-1;6,15;-6;8
196895,,,,
196897,16;2;3,25;6;-9,18;6;-1,18;5;0
197170,,,,
197179,21;3;7,25;-2;1,20;2;3,19;2;-5
197459,,,,
197463,24;1;14,22;-2;12,11;-4;2,18;0;0
197733,,,,
197740,20;0;13,24;-7;0,14;5;-9,17;9;10
198009,,,,
198011,18;4;11,17;11;26,18;8;15,29;0;17
198280,,,,
198283,21;0;-5,24;5;10,27;5;0,30;-8;7
198560,,,,
198562,16;1;6,18;1;-1,23;10;9,28;5;13
198835,,,,
198838,18;-2;1,28;4;3,24;2;7,29;3;7
199110,,,,
199112,23;8;7,30;0;6,31;9;7,29;7;3
199385,,,,
199388,29;-1;0,26;1;7,27;4;9,26;3;12
199660,,,,
199663,26;0;4,24;5;10,28;5;-3,33;9;8
199936,,,,
199939,32;10;12,30;6;10,29;7;2,28;7;0
200215,,,,
200218,28;14;10,35;2;4,31;5;-1,31;0;-6
200485,,,,
200488,28;5;20,27;0;6,24;6;3,24;7;7
200761,,,,
200769,23;13;7,23;18;12,20;15;5,19;11;8
201036,,,,
201039,20;6;2,15;4;1,19;12;-1,19;9;5
201312,,,,
201319,18;11;5,21;12;5,21;11;5,20;10;7
201588,,,,
201591,23;15;6,19;9;6,21;10;1,23;10;1
201856,,,,
201865,20;11;4,17;10;4,15;8;2,15;11;2
202131,,,,
202133,13;8;0,13;7;0,14;8;2,13;9;5
202394,,,,
202396,15;7;3,14;8;4,13;6;3,12;6;1
202671,,,,
202674,11;7;3,10;7;0,6;6;1,2;9;-2
202940,,,,
202942,-4;9;-1,-4;12;-4,-5;12;-3,-6;11;-2
203213,,,,
203216,-6;12;-3,-7;13;-1,-5;13;0,-8;16;-4
203490,,,,
203493,-11;12;-4,-16;17;-2,-19;22;-7,-22;21;-5
203763,,,,
203766,-21;21;-7,-21;24;-7,-19;26;-5,-20;28;-6
204033,,,,
204036,-21;27;-1,-16;24;-6,-14;32;-3,-15;26;-5
204320,,,,
204323,-13;29;-4,-12;26;-7,-17;32;-5,-14;36;-3
204590,,,,
204593,-13;32;-1,-10;32;1,-13;31;-3,-12;35;-11
204857,,,,
204860,-12;28;-12,-17;39;-3,-14;34;-1,-10;34;-2
205128,,,,
205131,-15;50;9,-13;41;-5,-5;30;-5,-10;27;-6
205410,,,,
205413,-11;32;-5,-11;35;-2,-10;37;-5,-9;29;-5
205680,,,,
205683,-7;34;-4,-4;28;-1,-14;27;-1,-14;27;-9
205950,,,,
205958,-10;21;-5,-9;29;-4,-12;31;-5,-10;27;-5
206229,,,,
206232,-5;20;-4,-11;23;-2,-8;21;-1,-11;10;-1
206504,,,,
206513,-12;6;-6,-16;12;-7,-22;6;-5,-18;3;-7
206786,,,,
206789,-19;3;-7,-20;4;-6,-24;10;-3,-24;6;-10
207054,,,,
207063,-19;8;-9,-21;10;-7,-21;11;-10,-24;8;-1
207331,,,,
207334,-21;8;-5,-23;13;-5,-23;2;-11,-19;8;-10
207605,,,,
207614,-18;7;-3,-21;9;-5,-21;6;-2,-21;9;-2
207881,,,,
207884,-19;8;-3,-21;2;-4,-20;6;-7,-19;4;-7
208152,,,,
208160,-22;2;-2,-18;6;-4,-18;10;-9,-20;8;-5
208432,,,,
208435,-23;10;-3,-21;9;-9,-21;9;-6,-21;6;-4
208706,,,,
208709,-21;11;-6,-20;7;-8,-17;5;-6,-18;5;-7
208995,,,,
208997,-20;2;-4,-16;6;-7,-14;9;-4,-17;10;-6
209269,,,,
209272,-16;3;-4,-12;3;-6,-13;9;-3,-12;12;-3
209545,,,,
209548,-12;5;-2,-10;4;-1,-14;0;-5,-15;-2;-2
209820,,,,
209823,-18;7;-6,-14;5;-6,-21;-3;-6,-16;7;-7
210109,,,,
210111,-19;2;-7,-22;0;1,-17;3;-2,-13;4;-5
210383,,,,
210386,-18;8;-4,-18;6;-3,-23;0;-3,-15;0;-4
210665,,,,
210667,-18;9;-5,-15;6;-9,-20;-2;1,-16;1;-4
210933,,,,
210936,-16;2;-1,-14;-2;-6,-11;1;-6,-13;5;-5
211216,,,,
211218,-11;-1;-10,-13;7;-7,-11;-2;-3,-8;2;0
211505,,,,
211507,-12;-2;-4,-8;3;-6,-6;1;-4,-12;3;-3
211777,,,,
211780,-7;6;-2,-6;4;-10,-2;5;-5,-4;0;-2
212041,,,,
212044,-7;-6;-3,-3;-4;-11,-9;2;-3,-8;3;-5
212316,,,,
212319,-9;4;-7,-12;8;-9,-13;4;-1,-12;2;0
212585,,,,
212588,-5;7;-8,-6;8;-5,-6;0;-20,-7;-5;-10
212860,,,,
212868,-6;7;2,-10;0;1,-6;5;-13,-2;-1;-5
213131,,,,
213134,-3;1;-4,-9;3;0,0;0;-15,-10;-2;3
213402,,,,
213411,-13;4;-2,-16;3;8,-15;8;-3,-8;0;-7
213673,,,,
213677,-10;9;-9,-10;0;-9,-10;0;-9,-8;4;-11
213949,,,,
213957,-6;0;3,-8;3;-6,-8;4;-3,-6;10;1
214233,,,,
214235,-2;3;-6,-10;0;0,-7;5;-5,-3;-1;-4
214506,,,,
214509,-10;-3;0,-3;-9;7,-5;-6;4,0;-4;-3
214808,,,,
214811,1;-6;1,-2;-16;6,-9;0;5,-6;-2;0
215075,,,,
215078,-8;-3;4,-13;-3;-7,-4;-6;4,-5;3;-9
215359,,,,
215362,-5;2;-5,-7;-3;-15,1;-1;-4,-6;-1;-2
215633,,,,
215636,0;-4;-9,-4;-4;-8,-6;-2;5,-4;2;1
215908,,,,
215911,-5;2;5,-7;13;0,-2;-3;-5,-2;0;1
216180,,,,
216183,-3;1;-7,-1;1;-1,-3;6;2,1;4;1
216457,,,,
216460,-3;4;-4,-3;3;4,-4;-7;3,2;-6;-4
216734,,,,
216737,2;0;2,-4;0;9,2;2;-6,-3;0;6
217009,,,,
217059,-4;1;3,-1;0;4,-2;0;-1,-4;-3;6
217321,,,,
217324,0;-4;-1,1;-9;-12,-4;-3;4,0;0;4
217603,,,,
217612,-3;-11;-11,-3;-1;-1,-4;-2;2,-1;-9;0
217880,,,,
217883,-4;-6;3,-3;-6;4,5;4;0,0;-2;-5
218149,,,,
218158,-1;0;2,1;-4;-4,-5;-3;2,-6;6;5
218428,,,,
218431,0;-4;-4,-5;-8;-3,-5;-4;0,2;-2;-5
218691,,,,
218694,-5;3;3,-5;-4;4,-2;1;-3,-5;1;3
218969,,,,
218971,-9;-6;3,-5;3;3,-7;-7;-8,0;3;-14
219240,,,,
219243,-7;8;0,-4;0;0,-8;-9;-6,-2;-2;-2
219520,,,,
219522,-7;2;8,-9;-3;-2,-14;-12;3,-5;-12;2
219792,,,,
219795,-2;-1;-7,-9;3;-2,-5;2;0,-6;-5;-2
220075,,,,
220077,-2;8;3,0;12;-2,-9;6;4,0;8;-5
220351,,,,
220354,-9;7;-5,-7;6;4,-5;-5;-4,-9;8;-3
220624,,,,
220627,-8;9;-3,-3;0;-5,-8;0;-3,0;6;-2
220894,,,,
220897,-8;0;-5,-4;5;6,-5;0;-1,-5;-6;0
221169,,,,
221176,-10;-11;7,-9;-5;3,1;0;-4,1;4;-3
221459,,,,
221462,-5;3;-7,-5;8;-5,-1;-5;-10,-6;-1;4
221732,,,,
221741,0;3;-11,-6;4;2,-6;2;-10,-1;-1;8
222008,,,,
222011,-2;0;-12,-5;7;3,-1;15;7,-11;1;-11
222276,,,,
222283,-7;4;1,-1;5;-1,-2;8;-4,-3;19;5
222545,,,,
222547,-3;19;-1,-6;13;-8,-10;-1;-6,-5;15;3
222815,,,,
222823,1;8;0,3;3;-4,-4;7;-3,-1;2;0
223091,,,,
223093,-2;3;-2,5;-5;-4,-10;0;11,-5;3;5
223358,,,,
223362,-4;1;6,-4;0;1,-1;7;-3,-2;8;0
223646,,,,
223648,-4;3;9,-5;8;-5,0;9;-3,-10;8;12
223916,,,,
223919,-4;6;0,0;0;-2,1;0;-8,0;11;-2
224204,,,,
224207,0;6;0,0;12;0,2;8;-2,-3;8;-2
224472,,,,
224475,0;7;7,0;8;-3,1;1;5,-1;6;-1
224754,,,,
224757,1;2;-5,0;4;1,-3;2;0,0;4;3
225030,,,,
225033,-3;-2;0,0;9;1,-1;3;0,-3;6;-2
225304,,,,
225312,4;0;-6,-4;1;-1,-5;8;3,1;-2;0
225572,,,,
225575,2;0;-4,-1;-2;7,-5;3;12,-5;8;-3
225849,,,,
225856,0;7;-1,-5;0;4,-1;1;-1,1;5;1
226129,,,,
226132,-3;7;1,-9;-1;10,3;7;-7,0;5;-4
226405,,,,
226408,-5;-10;2,-11;0;-2,-4;4;0,5;3;-10
226688,,,,
226691,-4;-4;1,-4;-3;0,-5;0;0,-7;-5;3
226956,,,,
226959,0;-1;-4,3;6;-14,-4;7;-4,0;0;-7
227237,,,,
227240,0;4;-4,0;10;-5,-3;10;0,2;0;-2
227506,,,,
227509,-2;2;1,-4;8;0,-2;8;3,0;4;2
227782,,,,
227784,0;0;0,0;2;5,2;0;-1,-2;-3;0
228050,,,,
228054,1;3;0,-2;4;-1,1;2;-10,-1;4;3
228330,,,,
228333,1;3;3,-2;-3;5,0;-6;-2,1;4;-4
228608,,,,
228611,-3;0;0,-2;-11;5,-3;0;-3,3;-3;-8
228879,,,,
228887,-3;-2;0,4;-1;2,0;2;0,-3;1;0
229151,,,,
229154,0;1;1,-2;2;1,0;-7;-7,-1;-2;-2
229428,,,,
229435,0;-3;-9,0;-4;0,4;9;-9,4;-2;1
229708,,,,
229711,-3;0;6,3;0;2,1;-4;4,-2;-5;0
229984,,,,
229992,-4;-4;-1,0;0;6,3;-7;-5,0;2;-1
230265,,,,
230268,-1;4;4,0;-2;4,0;1;-1,-1;-1;-12
230541,,,,
230544,2;-1;0,0;-4;0,-2;-9;-1,-1;0;-3
230817,,,,
230820,-1;-1;-1,-3;2;0,-1;-5;0,1;-1;-2
231091,,,,
231094,0;0;0,0;-1;-6,0;-3;-2,4;9;-3
231372,,,,
231375,-3;-1;-5,2;-4;-3,2;1;0,3;-5;0
231642,,,,
231645,0;-4;5,-2;4;6,1;-7;2,0;-2;3
231922,,,,
231925,0;0;0,-2;3;2,1;2;0,2;0;3
232206,,,,
232209,-1;1;13,1;-3;4,1;5;2,1;4;9
232485,,,,
232488,0;4;4,3;6;-1,1;4;0,-2;9;8
232753,,,,
232756,-4;1;-1,0;10;6,-1;5;5,-4;-4;10
233018,,,,
233025,3;10;4,-1;0;-2,-2;-5;-1,-2;11;8
233293,,,,
233296,3;0;2,1;0;-2,0;-1;2,-6;1;3
233569,,,,
233577,-2;6;-9,-4;1;1,0;9;-4,1;0;-8
233843,,,,
233846,2;1;-5,-1;3;0,6;16;10,2;-5;-3
234113,,,,
234139,0;-5;3,-2;-2;13,2;-7;-6,4;1;-1
234407,,,,
234411,1;-17;5,-4;-10;0,0;0;6,3;-8;-3
234681,,,,
234683,-6;0;3,0;15;-2,3;0;-8,2;0;-4
234958,,,,
234961,2;10;-3,0;0;-8,-6;0;-3,0;-3;-1
235233,,,,
235236,9;0;7,2;-20;-2,0;-2;3,13;11;2
235513,,,,
235516,10;-1;-9,12;-17;-1,-2;-14;7,2;-11;-1
235802,,,,
235805,2;-2;-7,4;4;1,1;9;10,6;11;4
236081,,,,
236084,10;2;5,9;1;7,10;0;0,7;5;4
236348,,,,
236351,3;1;0,6;11;1,14;7;0,10;0;-2
236620,,,,
236622,9;3;5,8;6;3,14;3;-4,13;3;0
236884,,,,
236888,7;6;5,13;1;5,13;5;0,13;-4;6
237159,,,,
237167,11;3;4,10;-1;-4,8;0;4,11;-4;7
237430,,,,
237433,18;0;3,16;3;3,10;2;6,22;4;0
237700,,,,
237707,10;2;3,3;2;17,16;6;0,17;2;-2
237972,,,,
237975,16;9;4,14;5;-3,16;5;1,14;9;6
238248,,,,
238252,11;8;4,7;7;7,13;1;7,7;6;-2
238523,,,,
238526,8;3;12,11;1;6,15;0;0,11;0;4
238792,,,,
238795,14;-1;0,8;6;2,10;0;12,15;3;6
239068,,,,
239070,13;2;3,14;0;3,15;5;0,14;10;2
239337,,,,
239340,15;4;3,14;1;-1,16;0;-1,15;0;9
239612,,,,
239616,16;-3;6,17;-3;7,16;3;6,14;4;3
239887,,,,
239890,17;2;6,20;1;3,18;1;1,10;5;1
240164,,,,
240166,14;4;3,16;4;-1,13;2;2,13;2;-2
240444,,,,
240447,14;-1;0,16;4;1,14;0;2,13;-2;6
240713,,,,
240722,17;4;6,17;1;0,10;-7;6,21;4;1
240989,,,,
240991,12;0;1,17;1;3,14;2;11,18;7;8
241262,,,,
241270,14;3;8,11;3;2,17;-3;0,19;2;4
241533,,,,
241537,16;9;10,16;5;5,14;4;5,15;-4;4
241801,,,,
241804,14;0;1,17;0;5,19;2;3,18;2;4
242078,,,,
242081,16;-1;0,17;0;5,15;-6;5,16;0;2
242349,,,,
242351,15;-1;1,16;0;3,17;2;3,17;0;5
242615,,,,
242618,20;-1;3,16;3;1,17;0;1,15;0;3
242890,,,,
242893,15;0;3,14;1;1,16;0;4,16;0;6
243171,,,,
243174,15;-2;3,17;1;3,16;-1;3,14;0;1
243448,,,,
243451,15;-1;1,14;-1;3,15;-2;2,14;1;4
243723,,,,
243726,12;0;1,12;0;3,13;0;2,12;0;4
243991,,,,
243994,12;0;3,11;0;5,8;0;3,9;-1;1
244268,,,,
244276,7;0;1,4;0;2,5;0;1,5;0;1
244542,,,,
244545,5;-1;0,3;-1;0,4;0;0,2;0;0
244810,,,,
244818,3;-1;1,3;0;0,-2;0;0,-3;0;0
245080,,,,
245083,-1;0;-2,0;0;-1,0;0;0,-2;1;0
245349,,,,
245351,0;0;-1,0;0;0,-2;0;0,-3;0;-1
245623,,,,
245626,-2;0;0,0;0;0,-1;0;0,0;0;0
245893,,,,
245896,-2;-1;0,-1;0;-1,-1;0;-1,-2;0;-1
246163,,,,
246165,-2;0;0,-1;-1;-1,-1;-2;0,-1;-1;0
246430,,,,
246433,-2;0;0,-2;-1;0,-2;0;-1,-1;0;0
246712,,,,
246715,-2;0;0,0;0;-1,-1;-2;0,-1;0;-1
246981,,,,
246984,-1;0;0,-1;-1;-1,-2;0;0,0;0;0
247250,,,,
247258,-2;-1;0,-2;0;-1,-2;-1;-2,-1;-2;0
247520,,,,
247522,-2;0;0,-2;0;0,0;0;0,-1;0;-1
247788,,,,
247797,-1;2;0,0;-1;1,-2;-2;1,-2;-1;0
248067,,,,
248070,-1;-1;-1,-2;-1;0,-1;0;0,-1;-1;0
248333,,,,
248335,-2;0;0,-1;0;0,0;-1;0,-1;1;-1
248601,,,,
248604,-1;-1;0,-2;0;0,0;0;0,-1;-1;0
248870,,,,
248873,-1;0;-1,-1;0;0,-1;0;0,-1;-1;0
249146,,,,
249149,-1;1;0,-1;0;-2,-1;0;0,0;1;-1
249417,,,,
249420,0;-2;0,-2;1;0,-2;0;-4,-1;0;0
249691,,,,
249693,-2;-1;-2,0;0;0,-2;-1;1,0;0;0
249959,,,,
249962,0;1;1,-3;0;0,-1;0;0,0;-1;0
250242,,,,
250245,-1;-2;-1,0;0;-2,-1;0;0,-1;0;-2
250509,,,,
250512,0;0;0,-1;-1;-1,-1;-2;1,0;0;0
250772,,,,
250779,-2;0;0,-1;0;0,0;1;1,-1;0;0
251047,,,,
251051,-1;-1;0,-2;0;0,-1;0;0,-1;-1;1
251311,,,,
251319,0;-1;-2,0;-2;2,-2;0;1,-4;-2;-2
251585,,,,
251588,-4;0;-1,-7;0;-1,-6;0;-1,-6;0;0
251848,,,,
251851,-7;-1;-1,-6;0;-3,-8;0;-1,-6;1;0
252124,,,,
252127,-5;0;0,-7;0;0,-7;0;0,-5;0;-3
252393,,,,
252395,-7;-1;-1,-6;0;0,-7;0;-1,-7;0;-2
252700,,,,
252702,-6;0;-2,-5;0;-2,-5;-1;-2,-5;0;0
252969,,,,
252973,-6;1;-1,-5;-2;-2,-6;0;0,-5;0;0
253242,,,,
253245,-5;-2;-1,-4;0;0,-6;-1;-2,-3;-1;-2
253513,,,,
253515,-4;0;-2,-2;-1;0,-4;0;-2,-3;0;-2
253795,,,,
253797,-2;-1;-2,-3;0;0,-2;0;1,-2;-1;-1
254064,,,,
254066,-2;0;-1,0;0;-1,0;0;0,1;0;0
254339,,,,
254346,-1;0;-1,-1;0;0,0;1;0,0;0;0
254609,,,,
254612,1;-1;-1,0;0;2,0;0;-2,0;0;-1
254877,,,,
254978,0;0;0,1;0;1,0;-1;0,0;-1;0
255240,,,,
255243,2;1;3,1;0;0,1;-1;1,1;0;0
255509,,,,
255511,1;0;1,1;0;0,2;0;0,2;0;0
255783,,,,
255787,4;0;1,4;0;1,2;0;1,2;0;0
256053,,,,
256056,5;0;1,6;-1;2,4;-1;1,4;0;1
256340,,,,
256344,3;-2;0,3;0;-1,1;-1;0,2;-1;3
256610,,,,
256612,3;1;1,2;0;0,2;0;0,3;0;0
256883,,,,
256885,2;-1;0,2;0;0,1;0;-1,0;0;1
257149,,,,
257152,-2;-1;0,-4;-1;1,-2;2;-1,0;0;-2
257416,,,,
257425,-2;0;-2,-2;0;-3,0;-2;0,0;0;-2
257692,,,,
257695,0;0;0,-1;0;-2,0;0;0,-2;-1;2
257968,,,,
257976,-1;-1;0,-2;0;0,0;0;-1,-1;0;0
258242,,,,
258245,-1;-1;-1,-3;0;0,-2;0;0,-2;-1;0
258511,,,,
258513,-7;0;-1,-7;0;0,-9;-2;-1,-10;0;-2
258786,,,,
