,acc1,acc2,acc3,acc4
442042,17;-1;0,13;-4;5,16;-4;11,15;-5;6
442313,,,,
442316,16;-4;11,21;0;8,16;1;5,13;0;0
442589,,,,
442592,17;7;8,13;8;8,14;5;9,17;8;7
442866,,,,
442869,12;3;9,15;-1;9,14;0;10,16;5;6
443153,,,,
443156,19;2;0,20;1;8,15;4;7,17;4;7
443427,,,,
443430,21;3;6,15;1;8,17;3;8,22;9;7
443703,,,,
443706,18;3;3,18;6;5,19;8;5,19;6;3
443977,,,,
443980,19;6;3,15;8;0,14;13;8,14;9;5
444260,,,,
444262,10;9;1,12;14;10,12;10;6,9;9;-7
444528,,,,
444531,8;10;3,8;13;0,9;12;3,11;14;3
444802,,,,
444809,0;18;-4,7;17;2,9;20;4,12;20;5
445080,,,,
445082,10;26;0,11;26;6,10;27;4,10;29;1
445355,,,,
445363,8;31;2,8;31;5,7;38;6,9;40;0
445630,,,,
445632,10;33;-1,8;37;3,8;37;3,5;39;1
445900,,,,
445908,10;36;-1,12;35;-3,11;27;0,11;30;3
446180,,,,
446183,10;32;1,8;33;0,7;32;0,5;32;0
446456,,,,
446459,8;37;0,4;30;4,4;30;0,6;30;-4
446731,,,,
446734,6;31;2,7;31;0,5;28;4,4;27;1
447007,,,,
447010,7;26;-4,4;27;0,3;24;3,4;22;0
447294,,,,
447296,3;25;-4,0;25;-1,2;22;-2,3;15;-2
447562,,,,
447565,2;12;1,2;15;1,5;14;0,3;10;2
447838,,,,
447840,3;9;2,0;15;0,2;15;-1,0;13;0
448113,,,,
448116,2;12;0,0;7;0,1;13;-2,0;12;2
448387,,,,
448390,0;7;3,1;5;-2,2;7;-4,1;4;-5
448654,,,,
448656,-2;6;2,0;7;5,0;9;5,0;10;5
448920,,,,
448929,0;9;0,-1;11;-3,1;8;0,1;8;1
449197,,,,
449200,-1;12;0,-3;15;1,-1;9;2,1;11;0
449467,,,,
449475,0;11;0,0;9;0,0;10;0,0;10;-1
449739,,,,
449742,-2;9;-2,1;10;1,-1;10;2,1;10;-1
450009,,,,
450012,2;8;2,0;8;-1,-1;9;-1,0;9;-2
450284,,,,
450287,0;9;0,1;12;0,-1;14;0,0;9;-3
450560,,,,
450563,0;8;0,-2;10;2,-1;13;0,-2;10;0
450854,,,,
450857,0;11;-4,0;12;0,0;12;-2,-2;12;-2
451123,,,,
451125,-1;11;0,0;12;0,-2;12;0,0;12;0
451407,,,,
451410,0;11;0,0;13;0,0;11;0,0;11;-2
451686,,,,
451689,-2;8;-2,-2;10;0,0;14;-1,-2;11;-2
451964,,,,
451968,-1;11;-2,0;6;-1,-1;10;2,-2;9;0
452236,,,,
452239,0;8;1,0;10;1,0;7;1,1;8;0
452509,,,,
452517,1;6;-2,1;9;-1,2;8;0,0;8;2
452781,,,,
452783,-1;9;2,-2;10;0,-3;8;-2,-3;9;-2
453056,,,,
453064,-2;8;-4,-3;10;0,-3;11;0,-4;10;0
453327,,,,
453330,-3;9;0,-3;10;-1,-3;11;-3,-3;10;-3
453600,,,,
453603,-3;11;1,-4;11;-3,-4;10;0,-5;7;0
453881,,,,
453884,-5;10;1,-4;8;1,-5;8;1,-5;8;0
454151,,,,
454153,-5;10;0,-9;11;-1,-11;7;-2,-11;5;-2
454427,,,,
454430,-12;7;0,-11;8;0,-10;7;-4,-11;8;-6
454696,,,,
454700,-9;10;-3,-8;6;-2,-6;8;-2,-7;9;1
454970,,,,
454973,-4;9;-2,-4;4;0,-4;5;0,-2;5;-1
455239,,,,
455242,-1;6;0,-1;6;2,-2;6;-4,-3;3;-1
455515,,,,
455518,-2;11;0,-2;7;0,-3;4;0,-2;6;0
455783,,,,
455786,-5;4;-2,-3;5;1,-2;7;3,-3;6;0
456064,,,,
456067,-1;8;0,-2;6;-3,-2;5;-2,-3;3;1
456335,,,,
456338,-2;5;0,-3;5;0,-1;8;0,-1;7;0
456602,,,,
456609,-2;4;2,-2;5;-1,-1;4;0,-1;6;0
456878,,,,
456881,-1;6;1,-1;6;0,0;6;0,0;5;0
457153,,,,
457161,0;5;1,0;7;-1,0;7;-3,-1;6;-1
457428,,,,
457431,-1;7;0,-1;5;0,-3;4;2,0;5;-1
457704,,,,
457707,-1;6;4,-3;7;0,0;7;0,1;5;0
457979,,,,
457981,0;5;1,2;5;0,0;6;0,0;7;0
458255,,,,
458258,-1;5;0,-2;7;1,-1;8;0,-2;8;0
458529,,,,
458532,0;8;0,0;7;0,-1;7;1,-1;7;0
458806,,,,
458809,0;6;0,0;6;0,-2;8;0,-2;7;-1
459084,,,,
459087,-2;5;0,-1;7;-1,-3;5;0,-5;5;1
459355,,,,
459358,-3;6;-1,-4;7;0,-4;9;0,-4;7;-1
459633,,,,
459636,-4;6;-2,-4;7;0,-3;7;-1,-4;7;-1
459899,,,,
459901,-4;7;-1,-4;5;-1,-4;9;0,-4;10;0
460169,,,,
460176,-6;12;0,-3;12;-2,-4;10;-1,-5;13;-3
460448,,,,
460451,-6;12;0,-5;14;0,-5;13;0,-4;14;0
460719,,,,
460728,-5;15;-3,-6;16;-2,-6;16;0,-5;19;0
460996,,,,
460999,-4;18;-3,-3;18;0,-2;19;1,-4;20;0
461266,,,,
461275,-4;17;1,-3;16;0,-3;20;0,-5;17;-1
461547,,,,
461550,-4;15;-1,-7;15;-4,-8;17;-1,-4;18;-1
461819,,,,
461822,-7;20;-1,-5;20;-1,-6;20;-3,-6;24;0
462096,,,,
462099,-4;23;3,-3;23;-2,-6;22;0,-2;23;0
462368,,,,
462370,-1;20;0,-2;17;-1,-3;18;0,-2;18;0
462635,,,,
462638,0;15;-1,0;15;-2,0;11;-2,0;11;1
462918,,,,
462920,-2;10;0,-3;9;-1,-4;9;0,-2;12;-2
463190,,,,
463193,-3;10;0,-2;8;0,-2;6;0,-1;10;-1
463459,,,,
463462,1;7;0,0;6;1,1;4;1,-1;5;-1
463739,,,,
463742,0;4;-1,-3;5;0,-1;5;0,-2;5;0
464019,,,,
464022,-2;3;-2,-2;4;0,-2;3;1,-3;3;0
464285,,,,
464294,-1;4;0,-3;2;2,-2;4;0,-1;3;-1
464560,,,,
464563,-2;2;-1,0;1;-1,0;1;-1,0;3;-1
464823,,,,
464830,0;6;1,0;7;1,1;5;3,1;4;1
465097,,,,
465100,1;5;3,1;4;0,0;7;-1,1;6;-1
465360,,,,
465363,0;5;-1,1;5;0,1;5;1,0;5;1
465637,,,,
465640,0;7;0,0;4;0,0;6;1,0;6;0
465911,,,,
465914,0;6;0,0;6;1,-2;6;0,-5;5;-2
466187,,,,
466190,-7;5;-3,-6;6;0,-6;6;0,-6;6;-2
466461,,,,
466464,-5;7;0,-5;5;0,-5;6;-1,-4;4;0
466743,,,,
466746,-5;7;0,-5;5;0,-4;6;-2,-3;6;0
467012,,,,
467015,-4;4;-2,-3;5;0,-3;7;0,-1;5;-1
467288,,,,
467295,-2;8;0,-7;5;-2,-6;3;-1,-5;5;0
467556,,,,
467559,-4;3;0,-1;0;-2,-9;6;0,-7;8;-2
467820,,,,
467829,-5;7;-1,-9;6;0,-7;6;-1,-6;6;-1
468098,,,,
468100,-6;6;0,-7;6;0,-6;6;0,-7;5;-1
468365,,,,
468368,-7;5;0,-6;5;-1,-6;6;0,-7;7;0
468639,,,,
468642,-4;5;-1,-8;4;-1,-7;6;-1,-7;4;-2
468914,,,,
468917,-8;8;0,-9;7;1,-7;7;-1,-5;6;-1
469196,,,,
469198,-6;6;0,-5;4;-1,-6;6;-3,-7;5;0
469464,,,,
469467,-6;5;-2,-5;5;-2,-7;6;-1,-7;7;0
469732,,,,
469734,-6;6;-2,-6;6;-1,-6;5;0,-6;5;0
469996,,,,
469999,-6;5;0,-6;6;-1,-6;4;0,-5;5;-2
470265,,,,
470274,-6;4;0,-7;7;-2,-6;5;0,-6;6;-1
470540,,,,
470543,-6;6;0,-6;6;-1,-7;5;0,-6;5;0
470805,,,,
470812,-8;5;0,-6;6;-1,-6;5;-1,-8;5;-1
471078,,,,
471080,-7;5;0,-4;6;-1,-5;6;-1,-8;5;-1
471354,,,,
471357,-5;4;-2,-6;6;-2,-7;7;0,-6;5;-2
471717,,,,
471719,-5;6;1,-7;7;-1,-5;5;-1,-6;6;-1
471994,,,,
471997,-6;5;-2,-7;5;-1,-6;7;0,-6;5;-1
472267,,,,
472269,-6;5;-1,-5;6;-3,-5;4;-3,-5;6;-1
472547,,,,
472550,-6;6;0,-6;6;0,-6;5;0,-6;4;-1
472823,,,,
472826,-7;6;0,-6;4;-2,-6;5;-1,-8;6;-3
473094,,,,
473097,-14;17;10,-7;6;-3,-6;4;-1,-5;6;1
473364,,,,
473371,-6;6;0,-6;5;-2,-5;4;-1,-7;7;0
473637,,,,
473639,-8;7;2,-9;7;0,-5;6;-1,-6;5;-1
473900,,,,
473909,-5;6;-1,-6;5;-2,-5;6;0,-7;6;-4
474169,,,,
474172,-7;6;0,-7;7;0,-7;7;-2,-8;5;-2
474438,,,,
474441,-7;3;-1,-7;6;-1,-5;7;-2,-6;7;-1
474713,,,,
474716,-7;6;-3,-5;6;-1,-5;5;-2,-6;5;0
474977,,,,
474980,-7;5;0,-6;4;0,-6;5;0,-5;5;0
475253,,,,
475256,-7;6;0,-5;7;-1,-6;6;-2,-7;6;-1
475520,,,,
475523,-5;5;0,-6;5;0,-6;5;-1,-5;6;0
475788,,,,
475791,-6;6;0,-5;5;0,-5;6;0,-7;5;-1
476058,,,,
476060,-7;6;-1,-5;6;-1,-6;6;-1,-6;5;0
476334,,,,
476343,-5;6;-2,-6;5;0,-6;6;-1,-10;8;0
476615,,,,
476617,-15;27;-18,-9;-10;-12,-6;-1;-6,-7;8;-1
476877,,,,
476886,-6;7;0,-6;5;-1,-7;5;0,-5;5;1
477147,,,,
477150,-7;6;0,-6;4;0,-6;4;0,-7;6;1
477416,,,,
477418,-7;6;-2,-7;5;-2,-5;4;-1,-7;5;1
477684,,,,
477687,-7;5;-1,-6;6;-1,-6;4;-2,-6;5;-1
477947,,,,
477950,-5;6;0,-7;5;-1,-6;6;-1,-6;5;0
478224,,,,
478227,-6;4;-2,-5;5;-1,-6;5;0,-7;6;0
478493,,,,
478496,-6;4;0,-7;5;-2,-6;4;-1,-6;5;0
478767,,,,
478769,-6;4;0,-7;4;-2,-6;6;-1,-6;5;0
479036,,,,
479039,-7;5;-2,-7;6;0,-6;5;0,-5;6;0
479299,,,,
479306,-7;6;0,-5;4;-2,-6;6;0,-6;5;0
479575,,,,
479578,-7;5;0,-5;4;-1,-6;4;0,-6;5;-1
479847,,,,
479855,-6;6;-1,-7;6;-1,-7;6;-1,-7;5;0
480118,,,,
480121,-6;7;0,-6;5;0,-6;5;-1,-6;5;-1
480388,,,,
480391,-6;5;-1,-6;5;0,-6;5;-1,-6;6;0
480664,,,,
480666,-6;5;0,-6;5;-2,-7;6;0,-6;4;0
480937,,,,
480941,-7;6;-1,-7;5;0,-7;5;0,-6;6;-1
481207,,,,
481210,-6;5;0,-5;5;-1,-6;5;1,-6;5;-1
481475,,,,
481478,-7;5;0,-6;5;0,-7;5;1,-6;5;0
481743,,,,
481746,-6;6;-1,-7;4;-2,-6;7;-1,-6;4;-1
482014,,,,
482017,-6;5;0,-7;5;0,-5;4;-1,-6;4;-1
482277,,,,
482285,-5;5;0,-6;5;0,-5;4;1,-6;4;-1
482552,,,,
482555,-7;4;0,-7;4;-2,-6;5;-2,-5;6;0
482828,,,,
482835,-6;5;0,-6;4;-1,-7;4;0,-7;5;-2
483096,,,,
483099,-5;6;0,-6;5;0,-7;6;-1,-6;6;0
483359,,,,
483362,-5;5;-2,-6;5;0,-6;5;0,-6;4;-2
483637,,,,
483639,-6;6;-2,-6;5;-1,-6;5;-1,-6;6;0
483903,,,,
483906,-7;5;-1,-6;5;-2,-6;7;0,-5;4;-1
484178,,,,
484182,-7;4;0,-5;6;0,-6;5;0,-6;5;-3
484448,,,,
484451,-7;7;0,-6;5;-1,-6;5;-1,-5;5;-1
484722,,,,
484725,-6;6;-1,-7;4;-1,-7;6;-2,-7;5;0
484994,,,,
484997,-6;5;0,-6;4;0,-6;5;0,-7;4;-1
485264,,,,
485271,-7;6;0,-6;5;-2,-7;5;0,-6;6;0
485536,,,,
485539,-6;6;0,-7;7;-2,-5;6;-1,-6;5;0
485813,,,,
485821,-6;5;-1,-7;4;0,-6;5;0,-5;5;0
486093,,,,
486096,-5;6;-1,-5;7;-1,-6;5;0,-7;6;-1
486364,,,,
486366,-7;6;0,-6;5;-1,-7;5;0,-7;5;-1
486638,,,,
486641,-6;5;-1,-6;4;0,-7;5;0,-6;4;0
486914,,,,
486917,-5;6;0,-6;5;1,-5;5;-1,-6;5;-2
487189,,,,
487192,-7;4;-2,-5;7;-1,-7;6;-1,-7;6;0
487456,,,,
487459,-7;5;-3,-6;5;-1,-5;5;-1,-6;5;-2
487719,,,,
487727,-7;5;0,-6;6;-2,-6;6;0,-6;5;-1
487995,,,,
487998,-7;5;-1,-6;5;0,-6;5;0,-6;4;0
488270,,,,
488279,-6;4;0,-7;6;0,-6;5;0,-6;5;-1
488552,,,,
488555,-5;5;0,-6;5;0,-6;6;-1,-7;5;-2
488823,,,,
488826,-6;5;0,-6;6;0,-7;6;-2,-7;5;-2
489123,,,,
489126,-6;4;-1,-6;6;0,-5;5;-1,-5;6;-1
489397,,,,
489399,-7;6;0,-6;6;-1,-7;5;0,-5;5;-2
489672,,,,
489675,-7;6;0,-8;6;-1,-7;6;0,-6;5;-1
489947,,,,
489949,-5;5;-1,-6;5;0,-7;5;0,-6;4;0
490220,,,,
490222,-6;5;0,-6;5;-1,-7;5;0,-6;6;-1
490485,,,,
490488,-6;5;0,-7;5;-2,-6;5;0,-7;7;-2
490760,,,,
490769,-6;5;0,-6;5;0,-6;5;-1,-6;5;-2
491035,,,,
491038,-5;6;1,-6;6;0,-7;5;0,-6;6;-1
491298,,,,
491305,-6;5;0,-6;7;-2,-7;4;0,-7;6;0
491573,,,,
491576,-6;5;-1,-7;6;0,-6;5;-1,-6;5;0
491847,,,,
491850,-6;6;0,-7;5;-1,-6;6;-1,-6;5;0
492124,,,,
492127,-6;5;-2,-6;5;0,-6;6;-2,-7;6;0
492396,,,,
492399,-5;5;-1,-6;6;-1,-7;6;0,-6;4;-1
492668,,,,
492670,-6;5;0,-5;4;-1,-6;6;-1,-7;5;0
492949,,,,
492952,-6;6;0,-6;5;0,-7;4;-2,-6;5;-1
493217,,,,
493220,-7;6;0,-6;5;-1,-7;6;0,-7;5;-1
493488,,,,
493491,-7;4;-1,-7;5;-1,-6;5;-1,-7;5;0
493757,,,,
493764,-6;6;-1,-7;5;-2,-6;5;-1,-6;5;0
494032,,,,
494034,-7;6;-2,-7;6;-2,-7;5;0,-7;6;-1
494304,,,,
494313,-6;5;0,-6;6;0,-6;5;-1,-6;5;0
494576,,,,
494579,-6;6;-1,-7;5;0,-5;6;-1,-6;5;-1
494853,,,,
494856,-7;4;0,-6;4;0,-6;5;0,-6;5;0
495127,,,,
495130,-6;5;-2,-6;6;-1,-5;4;-2,-6;5;-2
495404,,,,
495407,-6;5;0,-7;5;-2,-7;5;-1,-6;5;-2
495684,,,,
495687,-6;5;-1,-5;6;0,-7;4;-1,-5;3;-1
495953,,,,
495955,-5;5;0,-6;7;-1,-5;6;-1,-6;5;-2
496228,,,,
496230,-6;5;-2,-6;5;-2,-6;6;-1,-6;5;-1
496497,,,,
496500,-7;6;0,-6;4;1,-7;5;-1,-6;5;0
496772,,,,
496781,-8;7;0,-7;5;0,-7;5;-2,-7;4;-2
497041,,,,
497044,-6;5;0,-5;6;0,-6;5;-3,-7;4;-1
497304,,,,
497311,-6;7;-1,-6;4;-1,-6;5;-1,-6;5;-1
497573,,,,
497575,-7;5;0,-7;6;-1,-7;5;-2,-7;5;-1
497836,,,,
497839,-6;4;0,-6;5;1,-7;5;-1,-6;7;1
498111,,,,
498114,-5;6;-2,-7;5;-2,-7;6;-1,-6;6;-1
498374,,,,
498376,-6;5;0,-6;5;0,-7;5;0,-7;4;0
498643,,,,
498646,-7;5;0,-7;6;-2,-7;6;0,-7;6;0
498905,,,,
498908,-6;6;-1,-6;5;0,-6;6;-1,-6;6;-1
499174,,,,
499176,-6;5;0,-6;4;0,-7;6;-1,-6;4;0
499437,,,,
499440,-6;5;0,-6;5;-1,-6;5;0,-6;6;-1
499700,,,,
499707,-7;4;-1,-5;6;-1,-6;6;-1,-6;5;0
499969,,,,
499972,-7;6;0,-5;4;-1,-6;6;0,-6;5;0
500232,,,,
500241,-6;5;-1,-7;5;-1,-6;5;-1,-6;6;0
500501,,,,
500504,-7;5;-1,-6;5;0,-6;6;0,-8;4;0
500764,,,,
500766,-6;5;-1,-6;5;-2,-6;5;-1,-7;5;0
501032,,,,
501036,-6;4;0,-5;6;-1,-7;5;0,-7;5;-1
501302,,,,
501305,-7;5;0,-6;5;-3,-6;4;-1,-7;5;-1
501577,,,,
501579,-6;6;-1,-6;6;0,-6;6;-1,-6;5;-1
501840,,,,
501842,-6;6;-1,-5;6;-1,-6;6;-2,-4;6;0
502114,,,,
502116,-7;6;-1,-6;5;0,-7;6;0,-5;5;0
502378,,,,
502381,-7;4;-2,-6;5;0,-6;5;-1,-7;6;-1
502647,,,,
502656,-5;5;-2,-7;6;0,-5;6;0,-6;4;0
502916,,,,
502919,-5;6;-2,-6;6;0,-6;5;0,-6;5;-2
503185,,,,
503192,-7;6;0,-6;6;-2,-6;6;0,-5;5;-1
503454,,,,
503456,-7;5;-1,-6;5;0,-7;6;-2,-6;5;0
503716,,,,
503719,-5;4;0,-7;6;0,-7;6;0,-5;4;-2
503992,,,,
503995,-7;5;-1,-5;6;-3,-6;6;0,-5;5;-1
504255,,,,
504258,-6;5;-1,-5;5;1,-7;6;-1,-6;5;1
504528,,,,
504531,-7;5;-2,-6;5;-2,-6;6;-1,-6;5;1
504793,,,,
504796,-6;5;1,-6;6;0,-6;4;0,-6;4;0
505062,,,,
505070,-7;7;0,-6;6;0,-7;6;0,-5;5;-2
505330,,,,
505333,-7;5;-1,-6;6;-2,-6;5;-1,-6;5;0
505600,,,,
505607,-7;5;-1,-6;6;-2,-5;5;-1,-7;6;-1
